;tweetid;stance;topic;hate;sentiment
45;1287420880692359179;AGAINST;stay_at_home_orders;neither;neg
46;1285758080517455873;AGAINST;stay_at_home_orders;neither;neg
47;1290113918233276417;AGAINST;stay_at_home_orders;neither;neg
48;1286679153467686912;AGAINST;stay_at_home_orders;offensive_language;neg
49;1283713193777475584;AGAINST;stay_at_home_orders;neither;neg
50;1284143947594346499;AGAINST;stay_at_home_orders;neither;neg
51;1286984569762328576;AGAINST;stay_at_home_orders;neither;neg
52;1284847290390282242;AGAINST;stay_at_home_orders;neither;neg
53;1280336832996061186;AGAINST;stay_at_home_orders;offensive_language;neg
54;1284090913921302531;AGAINST;stay_at_home_orders;offensive_language;neg
55;1283422153292087302;AGAINST;stay_at_home_orders;neither;other
56;1280224079950123008;AGAINST;stay_at_home_orders;neither;neg
57;1282012988862394370;AGAINST;stay_at_home_orders;neither;neg
58;1276655848916422661;AGAINST;stay_at_home_orders;neither;neg
59;1278526704886177792;AGAINST;stay_at_home_orders;neither;neg
60;1280185463752609795;AGAINST;stay_at_home_orders;neither;neg
61;1277005221881937920;AGAINST;stay_at_home_orders;neither;neg
62;1283228750474289152;AGAINST;stay_at_home_orders;offensive_language;neg
63;1282885115442429952;AGAINST;stay_at_home_orders;neither;other
64;1289960121272094720;AGAINST;stay_at_home_orders;neither;neg
65;1278586703742148609;AGAINST;stay_at_home_orders;neither;neg
66;1280936365685968897;AGAINST;stay_at_home_orders;offensive_language;neg
67;1282450744231124992;AGAINST;stay_at_home_orders;offensive_language;other
68;1282902757016403968;AGAINST;stay_at_home_orders;offensive_language;neg
69;1285932562251227136;AGAINST;stay_at_home_orders;offensive_language;neg
70;1282869517241192452;AGAINST;stay_at_home_orders;hate_speech;neg
71;1283518601660522497;AGAINST;stay_at_home_orders;neither;neg
72;1283499198248185857;AGAINST;stay_at_home_orders;neither;neg
73;1281370630659600385;AGAINST;stay_at_home_orders;neither;neg
74;1277382338641448960;AGAINST;stay_at_home_orders;neither;neg
75;1281820705080905728;AGAINST;stay_at_home_orders;hate_speech;neg
76;1287570524080504832;AGAINST;stay_at_home_orders;neither;other
77;1276682346725605376;AGAINST;stay_at_home_orders;offensive_language;neg
78;1289914664638455808;AGAINST;stay_at_home_orders;neither;neg
79;1282890341478051840;AGAINST;stay_at_home_orders;neither;pos
80;1289747293306929154;AGAINST;stay_at_home_orders;offensive_language;neg
81;1253266765687271424;AGAINST;stay_at_home_orders;hate_speech;neg
82;1277260829042388995;AGAINST;stay_at_home_orders;offensive_language;neg
83;1290063970397609984;AGAINST;stay_at_home_orders;neither;neg
84;1285544823034908673;AGAINST;stay_at_home_orders;offensive_language;neg
85;1283418416314032139;NONE;stay_at_home_orders;neither;other
86;1280518530140602368;NONE;stay_at_home_orders;neither;neg
87;1285335586748997638;NONE;stay_at_home_orders;neither;neg
88;1287624955912433664;NONE;stay_at_home_orders;offensive_language;neg
89;1281953823402201092;NONE;stay_at_home_orders;neither;other
90;1285966951773360129;NONE;stay_at_home_orders;neither;other
91;1287744434675712000;NONE;stay_at_home_orders;neither;neg
92;1281965924489277442;NONE;stay_at_home_orders;neither;other
93;1285206355918413824;NONE;stay_at_home_orders;neither;other
94;1286920874633900033;NONE;stay_at_home_orders;offensive_language;neg
95;1289248763912097792;NONE;stay_at_home_orders;neither;other
96;1286708784891666432;NONE;stay_at_home_orders;neither;other
97;1284963629184495619;NONE;stay_at_home_orders;offensive_language;other
98;1277500074633854977;NONE;stay_at_home_orders;offensive_language;other
99;1290785795616514048;NONE;stay_at_home_orders;neither;other
100;1288499655458914305;NONE;stay_at_home_orders;offensive_language;other
101;1287031942731444224;NONE;stay_at_home_orders;neither;other
102;1276105761437945856;NONE;stay_at_home_orders;offensive_language;neg
103;1285933792411164672;NONE;stay_at_home_orders;neither;other
104;1285232913873854471;NONE;stay_at_home_orders;neither;other
105;1277273010995638272;NONE;stay_at_home_orders;neither;pos
106;1282137905360785414;NONE;stay_at_home_orders;neither;other
107;1280556898966798336;NONE;stay_at_home_orders;neither;pos
108;1288740690415869953;NONE;stay_at_home_orders;neither;other
109;1283486506129281026;NONE;stay_at_home_orders;neither;neg
110;1288462544932397057;NONE;stay_at_home_orders;neither;other
111;1281422768580333569;NONE;stay_at_home_orders;offensive_language;neg
112;1281944807363969024;NONE;stay_at_home_orders;neither;other
113;1285229902397091843;NONE;stay_at_home_orders;neither;other
114;1280537029676347393;NONE;stay_at_home_orders;offensive_language;other
115;1283364680434581509;NONE;stay_at_home_orders;neither;other
116;1282442573366190080;NONE;stay_at_home_orders;neither;other
117;1288133301044158464;NONE;stay_at_home_orders;neither;other
118;1290760704916688897;NONE;stay_at_home_orders;offensive_language;pos
119;1281122383152115717;NONE;stay_at_home_orders;offensive_language;neg
120;1290674985489571840;NONE;stay_at_home_orders;neither;other
121;1290727062584451073;NONE;stay_at_home_orders;offensive_language;neg
122;1290472661731045378;NONE;stay_at_home_orders;offensive_language;neg
123;1278197692783456256;NONE;stay_at_home_orders;offensive_language;pos
124;1288472826589126661;NONE;stay_at_home_orders;neither;other
125;1281957818732511234;NONE;stay_at_home_orders;neither;other
126;1289907574779703297;NONE;stay_at_home_orders;neither;other
127;1284169611462795265;NONE;stay_at_home_orders;offensive_language;pos
128;1289872638777597954;NONE;stay_at_home_orders;offensive_language;other
129;1287440766936035328;NONE;stay_at_home_orders;offensive_language;pos
130;1281805771538235393;NONE;stay_at_home_orders;neither;pos
131;1289567441501270018;NONE;stay_at_home_orders;neither;other
132;1285172990410256385;NONE;stay_at_home_orders;offensive_language;other
133;1282104820351021057;NONE;stay_at_home_orders;neither;other
134;1290649208366784512;NONE;stay_at_home_orders;neither;other
135;1283433537148944387;NONE;stay_at_home_orders;neither;other
136;1288732138020442112;NONE;stay_at_home_orders;neither;other
137;1278451768976912386;NONE;stay_at_home_orders;neither;other
138;1282695100850675715;NONE;stay_at_home_orders;neither;other
139;1282106099353747463;NONE;stay_at_home_orders;neither;other
140;1286593647291576321;NONE;stay_at_home_orders;neither;other
141;1287829217107824645;NONE;stay_at_home_orders;offensive_language;neg
142;1278355300903501825;NONE;stay_at_home_orders;neither;other
143;1284762428769787907;NONE;stay_at_home_orders;neither;pos
144;1282697310405894145;NONE;stay_at_home_orders;offensive_language;other
145;1282947582868836352;NONE;stay_at_home_orders;offensive_language;neg
146;1283403962918502402;NONE;stay_at_home_orders;neither;other
147;1290659933768343552;NONE;stay_at_home_orders;neither;other
148;1288415750580043776;NONE;stay_at_home_orders;offensive_language;pos
149;1286358410322206723;NONE;stay_at_home_orders;neither;other
150;1286387848908804096;NONE;stay_at_home_orders;neither;other
151;1285563861479895051;NONE;stay_at_home_orders;neither;other
152;1282009150252359683;NONE;stay_at_home_orders;offensive_language;neg
153;1278347910309203968;NONE;stay_at_home_orders;neither;other
154;1285711812835659776;NONE;stay_at_home_orders;neither;pos
155;1282105466160590849;NONE;stay_at_home_orders;offensive_language;other
156;1284830834982182912;NONE;stay_at_home_orders;neither;pos
157;1280706989023207425;NONE;stay_at_home_orders;hate_speech;other
158;1290666463125221378;NONE;stay_at_home_orders;neither;other
159;1289656248191684608;NONE;stay_at_home_orders;neither;pos
160;1289559342073749504;NONE;stay_at_home_orders;neither;other
161;1289558600738775045;NONE;stay_at_home_orders;neither;other
162;1277987644782280709;NONE;stay_at_home_orders;neither;other
163;1282106354078044161;NONE;stay_at_home_orders;neither;other
164;1288505176555495429;NONE;stay_at_home_orders;neither;other
165;1282704197788422145;NONE;stay_at_home_orders;offensive_language;neg
166;1277115615581519872;NONE;stay_at_home_orders;neither;neg
167;1283469318232002560;NONE;stay_at_home_orders;offensive_language;other
168;1290672204275908615;NONE;stay_at_home_orders;neither;other
169;1282520888936558592;NONE;stay_at_home_orders;neither;neg
170;1283394348734918662;NONE;stay_at_home_orders;neither;neg
171;1277989476279685125;NONE;stay_at_home_orders;neither;other
172;1281682601246248960;NONE;stay_at_home_orders;offensive_language;pos
173;1288148639123111937;NONE;stay_at_home_orders;neither;neg
174;1283479313128587265;NONE;stay_at_home_orders;offensive_language;pos
175;1282662204743938050;NONE;stay_at_home_orders;neither;other
176;1285901663623098371;NONE;stay_at_home_orders;neither;other
177;1290222588027744256;NONE;stay_at_home_orders;offensive_language;pos
178;1280826923413917698;NONE;stay_at_home_orders;neither;other
179;1288815509266472960;NONE;stay_at_home_orders;offensive_language;other
180;1277180455406710785;NONE;stay_at_home_orders;neither;neg
181;1280534391811440640;NONE;stay_at_home_orders;offensive_language;other
182;1287031028222251010;NONE;stay_at_home_orders;neither;other
183;1288105152444919817;NONE;stay_at_home_orders;offensive_language;pos
184;1280900374111625216;NONE;stay_at_home_orders;neither;other
185;1280891637569335297;NONE;stay_at_home_orders;neither;other
186;1288402180198658049;NONE;stay_at_home_orders;neither;other
187;1289575222656380931;NONE;stay_at_home_orders;neither;other
188;1280904840709836800;NONE;stay_at_home_orders;neither;other
189;1289021062005403651;NONE;stay_at_home_orders;neither;neg
190;1280539294520741888;NONE;stay_at_home_orders;offensive_language;other
191;1281531650103341056;NONE;stay_at_home_orders;offensive_language;neg
192;1280889149667581956;NONE;stay_at_home_orders;hate_speech;other
193;1285696846669787140;NONE;stay_at_home_orders;neither;other
194;1287700254503006208;NONE;stay_at_home_orders;neither;other
195;1284742686214205440;NONE;stay_at_home_orders;offensive_language;pos
196;1282139108530434049;NONE;stay_at_home_orders;offensive_language;other
197;1283227759653777408;NONE;stay_at_home_orders;offensive_language;neg
198;1285902729706123264;NONE;stay_at_home_orders;neither;pos
199;1282008848585248774;NONE;stay_at_home_orders;offensive_language;other
200;1284746895009579008;FAVOR;stay_at_home_orders;neither;pos
201;1286016980529500160;FAVOR;stay_at_home_orders;hate_speech;pos
202;1286089915122323456;FAVOR;stay_at_home_orders;offensive_language;neg
203;1280983095257292806;FAVOR;stay_at_home_orders;neither;pos
204;1287998882975105025;FAVOR;stay_at_home_orders;hate_speech;neg
205;1284025774983376896;FAVOR;stay_at_home_orders;neither;pos
206;1251328089256230912;FAVOR;stay_at_home_orders;offensive_language;neg
207;1290531504095821829;FAVOR;stay_at_home_orders;neither;pos
208;1287611539734892544;FAVOR;stay_at_home_orders;offensive_language;other
209;1248690648456269829;FAVOR;stay_at_home_orders;neither;neg
210;1278313515460124672;FAVOR;stay_at_home_orders;neither;neg
211;1281073197262139392;FAVOR;stay_at_home_orders;neither;pos
212;1243317590358884353;FAVOR;stay_at_home_orders;neither;pos
213;1282561458694283264;FAVOR;stay_at_home_orders;offensive_language;neg
214;1243396321454653440;FAVOR;stay_at_home_orders;neither;pos
215;1282025875425202176;FAVOR;stay_at_home_orders;offensive_language;pos
216;1277287040346882048;FAVOR;stay_at_home_orders;offensive_language;neg
217;1287621411301986304;FAVOR;stay_at_home_orders;hate_speech;other
218;1290618140079030272;FAVOR;stay_at_home_orders;offensive_language;neg
219;1280169600387362816;FAVOR;stay_at_home_orders;neither;pos
220;1283413496722382848;FAVOR;stay_at_home_orders;offensive_language;pos
221;1278542530494124032;FAVOR;stay_at_home_orders;neither;neg
222;1272735092205477888;FAVOR;stay_at_home_orders;neither;neg
223;1282191758940680193;FAVOR;stay_at_home_orders;offensive_language;neg
224;1285892711724261377;FAVOR;stay_at_home_orders;neither;pos
225;1282375864202571777;FAVOR;stay_at_home_orders;neither;pos
226;1290193612412616709;FAVOR;stay_at_home_orders;neither;neg
227;1277622357180497926;FAVOR;stay_at_home_orders;neither;other
228;1281042919051481089;FAVOR;stay_at_home_orders;offensive_language;other
229;1290463823590236161;FAVOR;stay_at_home_orders;offensive_language;other
230;1290151785869393920;FAVOR;stay_at_home_orders;offensive_language;pos
231;1290840885379231744;FAVOR;stay_at_home_orders;neither;pos
232;1286488406961397760;FAVOR;stay_at_home_orders;neither;pos
233;1287539022126964736;FAVOR;stay_at_home_orders;offensive_language;neg
234;1285109388248842242;FAVOR;stay_at_home_orders;neither;pos
235;1283025963090149376;FAVOR;stay_at_home_orders;offensive_language;other
236;1281368630790414336;FAVOR;stay_at_home_orders;offensive_language;other
237;1284869113370812416;FAVOR;stay_at_home_orders;neither;pos
238;1287418486638206976;FAVOR;stay_at_home_orders;offensive_language;pos
239;1289244040903491584;FAVOR;stay_at_home_orders;neither;pos
240;1286365208433360896;FAVOR;stay_at_home_orders;offensive_language;other
241;1285957248976486400;FAVOR;stay_at_home_orders;neither;pos
242;1284823021107269632;FAVOR;stay_at_home_orders;neither;neg
243;1285058193341603840;FAVOR;stay_at_home_orders;offensive_language;neg
244;1287823257354358790;FAVOR;stay_at_home_orders;offensive_language;other
245;1289166307724673025;FAVOR;stay_at_home_orders;offensive_language;pos
246;1288102937462439936;FAVOR;stay_at_home_orders;neither;pos
247;1288413384405180419;FAVOR;stay_at_home_orders;offensive_language;pos
248;1283592731281911809;FAVOR;stay_at_home_orders;neither;other
249;1283385457372311553;FAVOR;stay_at_home_orders;neither;pos
250;1290111252828581888;FAVOR;stay_at_home_orders;offensive_language;pos
251;1281351212198096898;FAVOR;stay_at_home_orders;neither;pos
252;1286453059854503936;FAVOR;stay_at_home_orders;offensive_language;neg
253;1289604924888801280;FAVOR;stay_at_home_orders;offensive_language;pos
254;1277544715928428544;FAVOR;stay_at_home_orders;neither;pos
255;1282718164988690439;FAVOR;stay_at_home_orders;neither;other
256;1282017624730112000;FAVOR;stay_at_home_orders;offensive_language;neg
257;1288501150782648320;FAVOR;stay_at_home_orders;neither;other
258;1286445370239746050;FAVOR;stay_at_home_orders;offensive_language;neg
259;1289168040798457856;FAVOR;stay_at_home_orders;neither;pos
260;1286167185556037634;FAVOR;stay_at_home_orders;neither;neg
261;1278042031399436288;FAVOR;stay_at_home_orders;neither;other
262;1283096957095821312;FAVOR;stay_at_home_orders;neither;pos
263;1280502494129422344;FAVOR;stay_at_home_orders;neither;neg
264;1290843299972964352;FAVOR;stay_at_home_orders;neither;other
265;1290530553498927106;FAVOR;stay_at_home_orders;offensive_language;pos
266;1283980398914007040;FAVOR;stay_at_home_orders;offensive_language;pos
267;1286426681457045505;FAVOR;stay_at_home_orders;neither;pos
268;1280545980807602176;FAVOR;stay_at_home_orders;neither;neg
269;1287706125077340161;FAVOR;stay_at_home_orders;offensive_language;pos
270;1282306632903528449;FAVOR;stay_at_home_orders;offensive_language;neg
271;1290083459138850817;FAVOR;stay_at_home_orders;offensive_language;pos
272;1287051577010860034;FAVOR;stay_at_home_orders;neither;neg
273;1285004492430336002;FAVOR;stay_at_home_orders;offensive_language;neg
274;1282131814077747200;FAVOR;stay_at_home_orders;offensive_language;pos
275;1282856522268188674;FAVOR;stay_at_home_orders;offensive_language;pos
276;1283571008499138560;FAVOR;stay_at_home_orders;neither;neg
277;1284563835106582528;FAVOR;stay_at_home_orders;offensive_language;pos
278;1290534342423269377;FAVOR;stay_at_home_orders;offensive_language;pos
279;1288352217603375104;FAVOR;stay_at_home_orders;neither;pos
280;1287386819911450628;FAVOR;stay_at_home_orders;hate_speech;neg
281;1284707544158658560;FAVOR;stay_at_home_orders;hate_speech;other
282;1251391849648046080;FAVOR;stay_at_home_orders;offensive_language;neg
283;1289616156031057921;FAVOR;stay_at_home_orders;offensive_language;other
284;1281364385634504705;FAVOR;stay_at_home_orders;hate_speech;neg
285;1277720945499664384;FAVOR;stay_at_home_orders;offensive_language;pos
286;1281864679720194052;FAVOR;stay_at_home_orders;hate_speech;pos
287;1287034895995490305;FAVOR;stay_at_home_orders;offensive_language;neg
288;1284520766906621953;FAVOR;stay_at_home_orders;offensive_language;pos
289;1283961424079814656;FAVOR;stay_at_home_orders;offensive_language;pos
290;1287901797198073856;FAVOR;stay_at_home_orders;offensive_language;other
291;1251933008841641984;FAVOR;stay_at_home_orders;offensive_language;neg
292;1288099800055812100;FAVOR;stay_at_home_orders;offensive_language;pos
293;1284870845610053633;FAVOR;stay_at_home_orders;neither;neg
294;1251530884815216640;FAVOR;stay_at_home_orders;neither;neg
295;1289799058651938816;FAVOR;stay_at_home_orders;offensive_language;neg
296;1282074008717078530;FAVOR;stay_at_home_orders;hate_speech;pos
297;1281355881053949953;FAVOR;stay_at_home_orders;neither;neg
298;1285818201247330304;FAVOR;stay_at_home_orders;offensive_language;pos
299;1280507115665227780;FAVOR;stay_at_home_orders;neither;pos
300;1283639514251108354;FAVOR;stay_at_home_orders;neither;other
301;1282665044103311360;FAVOR;stay_at_home_orders;offensive_language;pos
302;1282020744864559106;FAVOR;stay_at_home_orders;neither;pos
303;1277804015959461889;FAVOR;stay_at_home_orders;neither;neg
304;1282104521880109057;FAVOR;stay_at_home_orders;offensive_language;pos
305;1281454061817073664;FAVOR;stay_at_home_orders;offensive_language;pos
306;1280218757974028289;FAVOR;stay_at_home_orders;offensive_language;neg
307;1288135032062636032;FAVOR;stay_at_home_orders;neither;pos
308;1290723804587520000;FAVOR;stay_at_home_orders;offensive_language;pos
309;1290743268301570050;FAVOR;stay_at_home_orders;neither;other
310;1285528247741054976;FAVOR;stay_at_home_orders;hate_speech;neg
311;1277667066124869632;FAVOR;stay_at_home_orders;offensive_language;pos
312;1289437263135293440;FAVOR;stay_at_home_orders;neither;pos
313;1287127019478585344;FAVOR;stay_at_home_orders;neither;pos
314;1289757251801145346;FAVOR;stay_at_home_orders;offensive_language;pos
315;1287797118342557696;FAVOR;stay_at_home_orders;offensive_language;neg
316;1283474921201508355;FAVOR;stay_at_home_orders;hate_speech;pos
317;1289294439911788544;FAVOR;stay_at_home_orders;offensive_language;neg
318;1280807108947193856;FAVOR;stay_at_home_orders;neither;neg
319;1253789144431554562;FAVOR;stay_at_home_orders;offensive_language;neg
320;1289834466043600897;FAVOR;stay_at_home_orders;neither;neg
321;1289837451167465473;FAVOR;stay_at_home_orders;hate_speech;neg
322;1285823904968105984;FAVOR;stay_at_home_orders;offensive_language;neg
323;1281764166857101312;FAVOR;stay_at_home_orders;neither;neg
324;1284158731349975040;FAVOR;stay_at_home_orders;offensive_language;neg
325;1284291697590054914;FAVOR;stay_at_home_orders;neither;other
326;1289200687948034048;FAVOR;stay_at_home_orders;neither;pos
327;1253781640104402945;FAVOR;stay_at_home_orders;neither;neg
328;1289123553283989504;FAVOR;stay_at_home_orders;neither;neg
329;1284794950140309506;FAVOR;stay_at_home_orders;neither;pos
330;1290698034406461441;FAVOR;stay_at_home_orders;neither;other
331;1288072723625844738;FAVOR;stay_at_home_orders;neither;pos
332;1288396178787270656;FAVOR;stay_at_home_orders;offensive_language;neg
333;1286272543339446272;FAVOR;stay_at_home_orders;offensive_language;other
334;1289787013311340545;FAVOR;stay_at_home_orders;offensive_language;other
335;1289650109290917888;FAVOR;stay_at_home_orders;neither;pos
336;1277171892898668545;AGAINST;stay_at_home_orders;offensive_language;neg
337;1286360259297148930;AGAINST;stay_at_home_orders;offensive_language;neg
338;1281743409347256327;AGAINST;stay_at_home_orders;offensive_language;neg
339;1289664191016697857;AGAINST;stay_at_home_orders;hate_speech;neg
340;1281367535783485446;AGAINST;stay_at_home_orders;offensive_language;neg
341;1281205783473111041;AGAINST;stay_at_home_orders;offensive_language;neg
342;1283256544004575233;AGAINST;stay_at_home_orders;neither;neg
343;1283164467472166912;AGAINST;stay_at_home_orders;offensive_language;neg
344;1282393010492157952;AGAINST;stay_at_home_orders;offensive_language;pos
345;1284254169281552384;AGAINST;stay_at_home_orders;offensive_language;neg
346;1282813061095514113;AGAINST;stay_at_home_orders;offensive_language;neg
347;1286413984858505216;AGAINST;stay_at_home_orders;neither;other
348;1290666324503519237;AGAINST;stay_at_home_orders;offensive_language;neg
349;1284890358321688578;AGAINST;stay_at_home_orders;neither;pos
350;1283043157173850125;AGAINST;stay_at_home_orders;offensive_language;neg
351;1278041637441040384;AGAINST;stay_at_home_orders;offensive_language;neg
352;1286570305863987203;AGAINST;stay_at_home_orders;hate_speech;neg
353;1287114327045156865;AGAINST;stay_at_home_orders;offensive_language;other
354;1277802512695857153;AGAINST;stay_at_home_orders;neither;neg
355;1281522356557615104;AGAINST;stay_at_home_orders;offensive_language;neg
356;1276351789076373504;AGAINST;stay_at_home_orders;hate_speech;neg
357;1288549291691212800;AGAINST;stay_at_home_orders;neither;neg
358;1287828965802082305;AGAINST;stay_at_home_orders;offensive_language;neg
359;1283565867700236288;AGAINST;stay_at_home_orders;offensive_language;neg
360;1284732345233408001;AGAINST;stay_at_home_orders;hate_speech;neg
361;1281736027594461185;AGAINST;stay_at_home_orders;neither;neg
362;1252741289893920768;AGAINST;stay_at_home_orders;offensive_language;neg
363;1276656791481454594;AGAINST;stay_at_home_orders;offensive_language;neg
364;1286202478489468928;AGAINST;stay_at_home_orders;offensive_language;neg
365;1278069504250175490;AGAINST;stay_at_home_orders;offensive_language;neg
366;1283229895154229248;AGAINST;stay_at_home_orders;neither;neg
367;1286426618043314176;AGAINST;stay_at_home_orders;neither;neg
368;1286909819664949249;AGAINST;stay_at_home_orders;neither;neg
369;1249719838177705990;AGAINST;stay_at_home_orders;hate_speech;neg
370;1251934389375832071;AGAINST;stay_at_home_orders;offensive_language;neg
371;1276213927962185728;AGAINST;stay_at_home_orders;offensive_language;neg
372;1287381383472656384;AGAINST;stay_at_home_orders;hate_speech;neg
373;1290266448518995974;AGAINST;stay_at_home_orders;neither;neg
374;1285868916976300033;AGAINST;stay_at_home_orders;neither;neg
375;1290211402636857344;AGAINST;stay_at_home_orders;neither;neg
376;1281488491054903296;AGAINST;stay_at_home_orders;neither;neg
377;1285474521831677959;AGAINST;stay_at_home_orders;neither;neg
378;1284887689314041856;AGAINST;stay_at_home_orders;offensive_language;neg
379;1277742869424615427;AGAINST;stay_at_home_orders;offensive_language;neg
380;1283342522023059456;AGAINST;stay_at_home_orders;hate_speech;neg
381;1283480088928038912;AGAINST;stay_at_home_orders;offensive_language;other
382;1283529461783162880;AGAINST;stay_at_home_orders;offensive_language;neg
383;1286414458311659520;AGAINST;stay_at_home_orders;hate_speech;neg
384;1273010232067788800;AGAINST;stay_at_home_orders;offensive_language;neg
385;1287740843013492738;AGAINST;stay_at_home_orders;offensive_language;pos
386;1285236927659233281;AGAINST;stay_at_home_orders;neither;neg
387;1286295455261851649;AGAINST;stay_at_home_orders;neither;neg
388;1288643742350467072;AGAINST;stay_at_home_orders;neither;neg
389;1287229353600987137;AGAINST;stay_at_home_orders;neither;neg
390;1287449730138742784;AGAINST;stay_at_home_orders;offensive_language;neg
391;1253022517972926470;AGAINST;stay_at_home_orders;neither;neg
392;1281211595457040384;AGAINST;stay_at_home_orders;offensive_language;neg
393;1289856881196961793;AGAINST;stay_at_home_orders;hate_speech;neg
394;1278068821077737477;AGAINST;stay_at_home_orders;offensive_language;neg
395;1281085900965863424;AGAINST;stay_at_home_orders;neither;neg
396;1283041008616431625;AGAINST;stay_at_home_orders;offensive_language;neg
397;1286625629685846017;AGAINST;stay_at_home_orders;offensive_language;neg
398;1286650458036199425;AGAINST;stay_at_home_orders;offensive_language;other
399;1286205832330452992;AGAINST;stay_at_home_orders;neither;neg
400;1281355947106066442;AGAINST;stay_at_home_orders;hate_speech;neg
401;1286673208029188096;AGAINST;stay_at_home_orders;neither;neg
402;1281712583721062402;AGAINST;stay_at_home_orders;neither;neg
403;1278232163339472897;AGAINST;stay_at_home_orders;neither;neg
404;1282869087710916608;AGAINST;stay_at_home_orders;neither;neg
405;1283537039904763904;AGAINST;stay_at_home_orders;offensive_language;neg
406;1290609434163650565;AGAINST;stay_at_home_orders;offensive_language;neg
407;1289556227546992648;AGAINST;stay_at_home_orders;neither;neg
408;1278230201038708736;AGAINST;stay_at_home_orders;neither;neg
409;1288655679612305410;AGAINST;stay_at_home_orders;neither;neg
410;1277601066989821956;AGAINST;stay_at_home_orders;offensive_language;neg
411;1288024688371748864;AGAINST;stay_at_home_orders;offensive_language;neg
412;1289976998446510080;AGAINST;stay_at_home_orders;offensive_language;neg
413;1283124547558928385;AGAINST;stay_at_home_orders;offensive_language;neg
414;1278469645197025280;AGAINST;stay_at_home_orders;offensive_language;neg
415;1281729417539194886;AGAINST;stay_at_home_orders;neither;neg
416;1288944676473626625;AGAINST;stay_at_home_orders;neither;neg
417;1289495908657139713;AGAINST;stay_at_home_orders;neither;other
418;1286838305640845318;AGAINST;stay_at_home_orders;neither;neg
419;1276231976526233601;AGAINST;stay_at_home_orders;neither;neg
420;1282803589342101504;AGAINST;stay_at_home_orders;offensive_language;neg
421;1285965897274781697;AGAINST;stay_at_home_orders;offensive_language;neg
422;1290189949757612033;AGAINST;stay_at_home_orders;neither;neg
423;1286506276789223424;AGAINST;stay_at_home_orders;neither;other
424;1286087030376628230;AGAINST;stay_at_home_orders;offensive_language;neg
425;1283157475961823232;AGAINST;stay_at_home_orders;offensive_language;pos
426;1282643644164583424;AGAINST;stay_at_home_orders;neither;neg
